image_id,area,area_bbox,area_convex,area_filled,axis_major_length,axis_minor_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,intensity_max,intensity_mean,intensity_min,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,moments_weighted_hu-0,moments_weighted_hu-1,moments_weighted_hu-2,moments_weighted_hu-3,moments_weighted_hu-4,moments_weighted_hu-5,moments_weighted_hu-6,perimeter,perimeter_crofton,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1
A22,885.0,4800.0,1069.0,885.0,130.79767748841155,9.587428994197545,0.9973782103474994,33.568094927931476,1.0,0.17696730147323034,123.10158406779338,0.021820401312275882,0.010684607964964834,0.004684519722285801,1.1651430333091666,1.3209137701493523,0.00950517790197376,0.003540264915365715,1.2728844489453275e-05,0.0015022707170787592,1.4758290354837717e-08,122.39046895334312,14678.187224865174,16202.087603855107,12833.656639514795,181767890.62134683,965925.3453469247,622267.6555591151,266.7989898732234,259.41026988059804,0.8386763185108583,1069.2520272726574,5.7449246699237335
B22,866.0,4644.0,1025.0,866.0,126.25405883255594,9.560312679945692,0.9969954379075714,33.20580439833751,1.0,0.18714321171506576,119.07980517283357,0.02542153047989624,0.013140793788112533,0.0052491035324635695,1.0969908618660413,1.1692040384630782,0.006052403692628385,0.004246397735359857,1.0939512221213442e-05,0.0022508874299366232,4.3073875032299073e-07,78.4412150783149,6011.814162308041,9025.639467273308,3338.7800508686346,16379089.205924796,170578.92082344246,71728.18162436783,250.55129855222071,240.21904310509998,0.8157033805888768,996.255460730906,5.712473658645649
B09,1108.0,4526.0,2175.0,1108.0,104.36133782979033,25.562022789786134,0.9713299479734454,37.559928999300055,1.0,0.2314270421607378,97.30550407738536,0.030899519340810255,0.014407381018684981,0.0053711757076371405,0.7633755093715957,0.4739803849882712,0.0514615879966289,0.00949070760606516,-8.466003995832102e-06,-0.00019179002527492376,-1.6959969456292498e-07,53.885669152135236,2354.105742537997,17193.572254619517,3263.627807864159,1255537.803004927,-2135.1489958345123,-1768532.1927911078,258.73149339882605,248.52154034968902,0.49205961605279336,680.7612460521859,40.83856424177529
A09,917.0,4935.0,1368.0,919.0,113.2084221247857,16.02341876501181,0.9893376420595152,34.16958680642984,1.0,0.18581560283687942,102.88342918079665,0.029312581063553826,0.01485516534115354,0.006042572671091783,0.8825987760106351,0.740544725230973,0.05244240371622536,0.0106808430273424,5.990675370970374e-09,-0.00036443132408036115,-1.5809046575355925e-05,68.60009210868866,3711.667209828858,35002.04824233296,11234.102475406207,43744925.880945444,37686.5091789116,-13580390.87819767,246.47518010647187,236.35464049749294,0.6612062546537603,801.0091774989792,16.04687180743329
C04,1039.0,4183.0,1676.0,1039.0,110.03551278892988,23.870738328395078,0.9764128805155979,36.371635747926355,1.0,0.2446933962264151,97.24710792614863,0.030930037384603648,0.015901134462016304,0.005188067444876783,0.8400277321012439,0.5124951434273225,0.04431510734279232,0.004738965446788809,-2.0397131321934587e-05,-0.0016719424972680215,-4.7867705576209696e-11,56.95667705558427,1996.834574902777,12122.674408061355,3658.3137103868175,-2499.045793145082,16.03051120360692,-2806.7348802000124,260.2375900532359,251.96054730996303,0.5290047897817989,756.738379670172,35.613259271419366
B15,1015.0,4070.0,1312.0,1015.0,130.0980857375488,11.106969446986657,0.9963489912232785,35.949104827605794,1.0,0.22899262899262898,120.7683733433551,0.034042877851529714,0.016414385039284173,0.004577706569008927,1.0393167028239036,1.048169574846464,0.007964669949876131,0.0039060197513050066,2.2404808638788465e-05,0.0014543489535826085,-1.1606775772313146e-06,77.24942402255527,5778.266547337679,8148.637878800067,4651.697751055442,32654565.829680875,226821.3786696889,-4773.310927951296,264.3919189857866,253.3407740867289,0.8148984198645598,1057.844494535912,7.710298143518443
A15,941.0,4830.0,1197.0,941.0,131.91556296580083,10.504417879432426,0.9966413943320168,34.61384710770804,1.0,0.18985378821444396,124.01612798341996,0.02630655374990463,0.01144790236133364,0.0040588998245212485,1.109801133092092,1.2042034868007354,0.004039485504370922,0.0018245509935251264,1.4263774677154768e-06,0.0004169380499271775,-5.63840155853224e-11,103.78886380098126,10549.5349516988,40024.46107054611,19992.169126737237,140921710.19784468,1715113.5651401058,348804.6927576065,264.79393923934,253.72191318678688,0.843503937007874,1087.60723453651,6.896424686608725
D07,1017.0,4992.0,2040.0,1017.0,115.63750903412316,24.938570446118774,0.9738356001796176,35.98450523483212,1.0,0.20722135007849293,104.80935072788114,0.03012130922407874,0.01407823254286976,0.005569542992294194,0.7975101247499227,0.5783137823653306,0.09033214120480881,0.017037318577874314,1.905554452082704e-06,-0.001293063144385213,-7.097483795260315e-05,56.49708954932611,2585.479356594519,36834.750494670836,5819.001746995093,11470377.112259,38621.81347561536,-10833933.68820211,254.2914139223983,243.76489482202922,0.4833040421792619,835.7520934760571,38.8707684935018
A13,966.5,3638.0,1225.0,966.5,129.4622291291035,10.52414598251017,0.9968566389766496,35.07968018084172,1.0,0.2839433229813665,123.61263595533046,0.020698863202868695,0.009012799992108184,0.0033035782406347753,1.0984824043350883,1.176605814801178,0.0103173248397186,0.004945677595646085,2.8196702296905624e-06,0.000683392650523689,-9.219284278274975e-07,138.8122890638437,18833.084620795304,76346.75555315436,46830.236931445324,947884569.853935,2881124.404223875,-6312784.910604775,262.257882323144,253.9356027000974,0.8256967670011148,1047.5482857538057,6.930500843816052
C02,1030.5,3929.0,2163.5,1030.5,117.14678204146853,25.67912242028102,0.9778507933444716,36.22252642061124,1.0,0.26063013412612346,103.35815479426739,0.031013962005035478,0.014905288380179257,0.006813153276874952,0.8709373236909219,0.6276030958184999,0.09707311632349727,0.017713223664213424,-4.024500268743186e-06,-0.0013356364745377306,-0.0002156410030825856,62.3862028600846,2554.5914416884634,24756.84208167022,5966.97463369134,8946043.451567473,42380.37522373273,-17464188.88935128,265.86500705120545,254.737349146312,0.45260557053009887,858.1367151595293,41.21497065564196
D01,928.0,3220.0,1571.0,928.0,112.14713398063611,19.290350335261632,0.9835671995538043,34.37391885593249,1.0,0.28819875776397513,101.24228365658294,0.032104982070649275,0.014956748820944268,0.0067750057221332115,0.8823255894607962,0.6654459066075054,0.02738547118593284,0.006684987600047883,-9.795354545546583e-06,-0.0004654248087709301,2.5968453646884644e-07,59.03691082123231,3205.4580312698927,12029.364213931669,3257.639373203952,217276.4676188379,-524.0068414674429,139295.52246862766,246.12489168102786,236.0225462458864,0.5445724681625227,786.0612287544218,23.257351003570534
B21,1013.0,6776.0,1248.0,1013.0,134.71861209383013,11.09705960222925,0.9967569165774103,35.91366952591617,1.0,0.15554899645808737,130.08458786497346,0.024719615472648202,0.014322876043772984,0.004882887006942855,1.1065305485751653,1.1914672546526008,0.009488537196455041,0.0028936774041948723,4.2552871678705985e-06,0.0005347437731323476,3.4192834992561267e-06,84.61674844303604,6836.190234580765,5259.35344090771,2093.1409845885164,6049336.7754842825,123443.82870747749,-27827.988155490613,276.2497833620557,264.582734453238,0.8369252873563219,1134.319027780492,7.696545738464275
D21,933.0,4508.0,1191.5,933.0,132.85869347995674,10.258847189459045,0.9969491030758628,34.465129475581804,1.0,0.19903213902308103,125.89668249793858,0.02779430838483253,0.013658989015624394,0.004898146028839551,1.1023819559562846,1.1822312638904726,0.012262182439208862,0.003915085941422478,8.855881508890665e-06,0.00155142078616462,3.1924549648567744e-07,91.4613722527476,8144.916260043003,17871.19484950696,12570.088850085796,207703136.5910539,759120.5560627293,-1392127.7271626573,263.8061325481598,252.78541371945914,0.8102301726441663,1103.2829039766489,6.579960147471553
D18,1022.0,5400.0,1252.0,1022.0,125.49427229772932,11.275863234765762,0.9959100366831815,36.07285426355026,1.0,0.19392948018902217,116.76472069936193,0.028259708552681773,0.013716261153716618,0.0055390249485008005,1.0007146412352779,0.9423985331578066,0.0049335785764531535,0.0012331282759605517,1.4458081263747473e-06,0.00037172033634435734,-1.409149130055032e-07,77.90856494727649,5886.322253848208,14106.552441000666,11568.548486620506,145143994.10942164,1051913.61500004,-14228.11992969364,254.56349186104046,244.4155399643135,0.8530682800345721,984.3007737210396,7.946568230571387
C13,935.5,4864.0,1190.5,935.5,129.18562525306402,10.027578215749488,0.9965762304135793,34.51150606521078,1.0,0.197511717673008,122.1685042507855,0.01879911497672999,0.009052701814181694,0.0033188372625314717,1.0714914124125992,1.11930923959788,0.00886030547373851,0.0035667686976449354,1.5226719819220251e-05,0.00186484776680558,-2.0208348984641998e-07,126.66764641232577,15604.210663352138,114037.7837283194,115001.37249450193,9573443717.100697,9282426.474588918,9063533.514126597,262.6553749530772,252.8888726358822,0.8237544891104376,1043.0605835286785,6.28517074424245
D02,1037.0,3434.0,1907.0,1037.0,101.97022995877772,36.17111481112488,0.9357083949680103,36.33661249883324,1.0,0.2839945280437757,88.23264701911646,0.03218127718013276,0.016601942061635875,0.007171740291447319,0.7555942375944624,0.31223770877942236,0.03611722892619789,0.004742533161124744,2.2510208652922356e-07,-0.00035613585383640007,-3.7436089391020263e-08,47.918049198052465,1373.5909940101794,23924.984211413786,6468.659279260379,2312519.7595265894,225.890704108139,-26364.29478932079,256.9360748630709,246.27219061615187,0.5034084950183534,649.8704873653755,81.7718466674736
A10,1009.0,3838.0,1500.0,1009.0,121.03553400687474,14.142236618558645,0.9930372436969229,35.84269382507095,1.0,0.26608649789029537,111.30588483993108,0.026504921034561684,0.012174856194806015,0.004898146028839551,0.9776938969462232,0.8987153901322894,0.03803345326028099,0.008155943623530835,1.1760998342242123e-05,0.0005058992740753791,7.404697070167892e-05,73.7974143240261,5265.4621022613865,23679.53059227152,7297.866017299001,9085134.293670192,87659.42968785665,3418814.4484277014,265.3380951166243,254.237805307958,0.6547868623340322,915.6000307705833,12.500178535956316
B10,1028.5,4398.0,1702.0,1028.5,115.93136354937846,17.255502380359886,0.9898652494590285,36.187298939946004,1.0,0.23883200848407032,109.80605153915565,0.028587777523460745,0.012470877748169018,0.005539024948500801,0.8707454509540972,0.6874872289272529,0.03637121503650789,0.005541500461447778,2.006023424738128e-06,-0.0008329684959214867,-4.269174145900314e-07,67.69960952348166,4048.8771488495586,30451.069430858428,10462.950095160752,44444031.68116098,92191.0764484456,-175950.18812993862,255.81475451951127,245.87949153445317,0.6000968679367129,840.7239834836857,18.65792914801579
D04,1011.0,3872.0,1730.0,1026.0,120.2627057365569,17.667714888937674,0.9883191302465284,35.878199226372125,1.0,0.245748987854251,112.92918134831227,0.030731670099946595,0.01616241794200137,0.006790264744029908,0.9341594586811535,0.8014050491953016,0.0201343225201813,0.0057474647379046305,9.234444914800369e-09,4.497345287697953e-06,3.9182621372872993e-07,59.363818158522925,3234.4725380113546,9856.636136152469,4556.346787174144,7260214.050617464,510.375637930223,289396.6290640421,264.8944443027283,253.8171979618014,0.5888372093023255,903.9448994423547,19.50925933729937
A04,985.0,4687.0,1742.0,985.0,121.91831403387904,16.701867704544032,0.9904086524457146,35.413852537730705,1.0,0.2233838276082782,116.01724009818541,0.030975814450293737,0.016259515300885832,0.007782101167315175,0.9069535519320592,0.7320500472110096,0.03369031510991998,0.009712063348677297,3.8056623561442354e-07,-4.343582928585882e-05,6.430174755766256e-08,59.810026418632646,3369.04652997876,10073.402421005161,4262.45791312863,15534.245451362338,-178.63657798459684,-631.8714138720272,258.7878425849301,249.62070110258782,0.5794133923630327,929.0047060539716,17.434524051255686
B16,968.0,3919.5,1216.5,968.0,125.61740875915675,10.931357273081636,0.9960939026956923,35.10690194209859,1.0,0.23651446078302793,117.61076114188168,0.025360494392309453,0.011586780774963359,0.0044785229266803995,1.0027304516282844,0.9497754256640227,0.006706944167485594,0.0015749985263277223,9.044032809244933e-07,0.0003756201089766913,1.7884515973383412e-07,94.59125047439922,8706.120375590883,20432.786535113893,12847.53005411809,52249621.52641511,513913.3567383981,307963.14909011417,251.68124086713186,241.29029559354086,0.8107247148081437,986.2542709268325,7.468413010062676
C07,1051.5,4372.5,1753.0,1083.5,102.47035139513369,32.094599344739606,0.9291011887133873,36.58767704891613,1.0,0.2694258729209387,97.56534924691748,0.03121995880064088,0.016392557313743047,0.005897611963073167,0.6922179458766627,0.27673947649677927,0.020562830026774084,0.008032527492644437,3.3553899302347124e-05,0.0008161924018540413,-4.777121242427343e-07,43.79757228975841,1360.3576550438097,6134.056239768979,2151.847064794873,1947367.2243223335,29589.28997231764,1.1040469091623386,259.44469683442253,248.84686292083114,0.5658089954365827,656.3307863084328,64.49907568309523
C20,909.0,5454.0,1134.0,909.0,128.531793945298,9.625859922473886,0.9971518361909231,34.02021084832166,1.0,0.16759530791788857,124.57929201917949,0.028290226596475166,0.013107911658706133,0.004837109941252766,1.1487773218830355,1.2851357313861183,0.0048573326753557165,0.0009232832324600796,4.1562023349198036e-07,0.00012258418871779816,1.1666935268448184e-08,101.76593423468815,10105.052977549454,6630.735745595204,4306.313723582596,18437608.685789265,333331.20154394046,927.856984424242,264.05382386916233,253.4129388984619,0.8312912346842601,1032.526378424784,5.79107370294306
D23,919.0,4160.0,1104.0,919.0,129.31570321242248,9.543160159385263,0.9972673964930112,34.20682887394876,1.0,0.2514423076923077,117.64352935882194,0.024460212100404364,0.01242580840230818,0.004715037766079194,1.1653232775416187,1.3294287481370728,0.011214420524382339,0.0038045504038959747,9.999926277268932e-06,0.002778045867929088,-3.4141428263613673e-07,94.24347633154264,8632.209963565994,14072.507960887235,11679.220335752647,143766399.49078313,794364.4413792557,-498103.54037052393,254.19090885901,243.66961004701474,0.8363443145589798,1045.1594435827083,5.691994114229885
C19,1002.5,4872.5,1206.0,1002.5,130.33576400814218,10.541659908670638,0.996860742595076,35.726736523880184,1.0,0.20061833236920346,125.21767842866848,0.0351796749828336,0.015067557524021863,0.004798962386511025,1.0995386642565965,1.1812934565698971,0.005363043745897593,0.0016435929299434616,1.5736201007552973e-06,6.709068629140306e-05,2.3689179174042624e-07,81.86226747708957,6563.996105514542,11827.92497807537,6631.306795983237,51697955.68430498,475182.8961612303,-6110.752326714303,270.58430714121175,259.21152618916045,0.8595436780956974,1061.7184154101542,6.946211250655352
D08,1025.5,4164.0,2005.5,1044.0,103.51958900793937,32.09289016403552,0.951919373037368,36.13325459727267,1.0,0.2505484861781483,94.29523431902194,0.029724574654764628,0.01515443801613079,0.005485618371862363,0.712785557589133,0.35147411311105203,0.01808037330888762,0.003540631690407774,-2.580767967089145e-06,-0.0001341327156611104,-1.7848518552723374e-06,55.6192545016245,1802.208834087275,8861.163000092312,2081.523698604463,46.51829824567672,5.159274218336263,71070.34378153806,248.211201128918,238.68771502440376,0.5235019816263816,669.8924049325433,65.22920186811817
C11,1041.0,3078.5,1923.5,1041.0,105.84248707780947,25.526482477014092,0.9685077595526002,36.404945344094756,1.0,0.32520953440280737,102.26532482836328,0.022652018005645837,0.010380837259642041,0.003723201342793927,0.7368658305985738,0.4027919493969633,0.04904919426878944,0.009937205911228725,7.233223711210393e-06,0.00017437205768698751,2.648416117096365e-05,73.1818184133922,3026.2770682935243,87612.34482996791,19484.591359580103,161097510.4712836,324061.1313031647,-5893342.195571271,243.03657992645927,235.05813851410073,0.5656134161155539,700.1874489175505,42.184439968516095
E03,1066.0,4188.5,1916.5,1066.0,115.53558455744167,23.10385554581623,0.9801783843546277,36.839569803637936,1.0,0.24703470126328636,106.27218088758666,0.03451590753032731,0.018499535568436233,0.007286182955672542,0.7858869340083503,0.547475060937922,0.03698462541117895,0.009170623003360474,3.854792777089438e-05,0.0008698188669447272,-0.00011213779894657822,42.48116027621832,1644.6959429712588,5582.381402422981,1547.9130095354144,2780202.7487960286,36037.281181065,-702264.0499304854,261.9802307403552,254.27727355405668,0.5593047112654956,834.924159038492,33.56739670655283
D12,1037.0,3296.0,1967.0,1037.0,114.34026043495466,24.06558931647903,0.9800275881065247,36.33661249883324,1.0,0.2893687707641196,106.48004507887852,0.023041123064011595,0.010361361449074413,0.004196231021591516,0.9058652219304735,0.6843615072027373,0.08595730690556341,0.012609906472514283,3.509165293679613e-07,-0.0013604134246465124,3.9036503542638035e-07,80.06874682041673,5456.897996069526,87908.78365822346,11441.455346820978,-8660818.398583308,-62369.78172757212,38122847.92946393,270.04267658086917,258.73650477503224,0.5028868360277137,817.1059472708287,36.197036821839355
B06,1032.0,3772.0,1988.0,1076.0,110.21357284306359,23.891480446406966,0.978057820941423,36.24890633062862,1.0,0.2886297376093295,92.65527507918802,0.032364385442893114,0.016728339079768423,0.006729228656443122,0.8136979271759458,0.5495580314836128,0.04339116669334883,0.01148905050027536,1.5015592081676792e-05,0.0009018074876351661,3.395010531454205e-05,46.79462514247746,1503.424707233701,7494.420373184452,3635.5922054103135,-54.2123742675924,19.121871550199423,58.52011008012515,259.1370849898476,249.49271976193904,0.5232177894048398,759.1894774270802,35.6751773700654
C17,1008.0,6100.0,1196.0,1008.0,133.9280057693299,10.542557209849253,0.9967866761508601,35.82492792865108,1.0,0.1460493827160494,127.1416532848303,0.024872205691615166,0.011634182281702628,0.0041809719996948195,1.0986788425902918,1.1646092907456043,0.0036622572279721047,0.0020794870593234295,6.483879931993148e-06,0.00022950291864267812,3.916086414275254e-09,102.46848410481374,10223.559406158694,21807.913920707277,19733.50329654274,409357113.9587122,1611378.2386888016,-12992.370296344641,273.3980156401965,262.99558984362596,0.8348623853211009,1121.044420584354,6.946594532684029
A06,1041.0,3840.0,1691.0,1041.0,120.97090063223565,23.719760666330075,0.9767056313955967,36.40662530459675,1.0,0.20380434782608695,108.46197490364999,0.029816128786144806,0.015085408136449567,0.005783169298847944,0.9166387637421383,0.7263416707030064,0.07046957764559286,0.008635430597738672,-8.645064733502484e-07,-0.002313717690363421,2.315466682950583e-06,64.42629607509582,3717.0792973916746,27505.654169712154,8820.035988520298,51354827.76316249,33240.39682481825,-577915.7894914448,257.84776310850236,248.1914294773705,0.58,914.6224249858896,35.16419037924871
A12,1038.0,4092.0,1977.0,1038.0,118.72530093533969,18.8800403211958,0.9887317930763027,36.3541283410165,1.0,0.2536656891495601,109.77249200050075,0.0217441062027924,0.008025472546571866,0.003402761882963302,0.8984544075804841,0.7222115319065062,0.033669229008238155,0.008601184802329607,-1.2543960170321071e-05,-0.0006700530027360564,-5.949212577800878e-06,103.6087565003647,7998.583705229816,123414.57628149276,32563.393982468264,104065417.57889514,366745.7497224808,321745.7823800924,260.73506473629425,252.69012894444467,0.5350140056022409,880.9810676366858,22.278495158123704
C03,1053.0,4386.0,1933.0,1053.0,116.71249477243455,21.245932631156215,0.983783847640446,36.61586050615398,1.0,0.22298221614227087,106.88779163215975,0.0340886549172198,0.01701429829610058,0.008346684977492943,0.8378807418810797,0.574211317029924,0.06122839509908259,0.010575847902030932,-3.285819263108045e-06,-0.001369293508445151,-3.9403886374261426e-12,51.65947653647987,2504.3893976218337,10016.415706736883,3473.9481211086295,4453201.791221187,13.902032444662352,-888833.5591422319,251.27922061357856,240.9091564934829,0.5263915547024952,851.3629022503477,28.211853335476782
B12,1025.0,4368.0,2003.0,1025.0,105.21051203764104,22.50726734798076,0.9768771275084784,36.12575996921783,1.0,0.21747448979591838,97.94386147176351,0.022568093385214007,0.008211124916892826,0.0032959487296864267,0.8162632648359126,0.5474578087900009,0.07413086983474694,0.016812074980177498,9.331865941911949e-05,-0.0004764821753096705,1.5887224429434705e-05,83.27781655567404,5003.047985272413,84778.09410008267,21952.596616279814,531851940.3517723,1026297.221168152,-22919867.27486831,253.07716446627535,245.58207722776893,0.49496170898831116,691.8282402014131,31.661067717092553
D06,1009.0,4968.0,1720.0,1009.0,115.6735717455228,20.288918574699373,0.9856849397071122,35.84269382507095,1.0,0.23575498575498577,114.49017425089369,0.028458075837338826,0.014890285821636522,0.00669871061264973,0.9309202645236812,0.6954097299969684,0.023901460100333255,0.00546417324189841,3.3393320237069936e-06,2.370245645341875e-05,3.447612569028855e-08,64.76857778944034,3543.3548974128453,9467.813598319319,1346.6022015130752,300801.50861641817,3769.6539424489147,130189.39655095732,261.2375900532359,250.35028273706945,0.5531798245614035,836.2734500229133,25.72751355817383
B14,1005.0,6392.0,1196.0,1005.0,131.17302403136813,10.238483428514265,0.9971273478402897,35.77129396118353,1.0,0.15623374410121363,126.56813224294899,0.019676508735790035,0.008101268332735393,0.002914473182269017,1.120425138724261,1.2277335160916723,0.015650099363133982,0.004587658810167338,6.323434155638151e-07,0.0007524073947942246,-6.886663897749984e-09,141.7857127330574,20010.706935658895,75075.61739167162,58307.81600613322,3716730444.2204995,7587991.940195108,1311917.633733728,268.59797974644664,259.0175707988993,0.818442133383147,1075.4246177105094,6.555336192438801
C05,1001.5,3757.0,2005.0,1042.5,105.75732044778795,27.185159116574006,0.9626692442248247,35.704238067562756,1.0,0.2698056414890141,94.46459982850259,0.03197528038452735,0.016634413216652127,0.0072861829556725415,0.7562786519462572,0.34878914402438954,0.0453543157422985,0.011706592861729651,-1.2128197478722082e-05,-0.0004907552844260258,2.2487313738001663e-05,43.09360082047674,1468.2554351881497,12906.740995037395,2533.6594669099113,1075858.5490584201,386.41559962445547,862143.198011711,256.27922061357856,246.51040255368812,0.5194646526150544,700.1931085041233,46.54830005970261
A14,992.0,5335.0,1371.0,992.0,131.48080003667164,11.537461045407978,0.9961579483406875,35.539465786323824,1.0,0.17272167487684728,125.67020331009256,0.021149004348821242,0.011552628715078042,0.003463797970550088,0.9923309028605881,0.9565546542562171,0.007892194849156048,0.0017346889273444723,1.409150534339687e-06,0.00020460591047349787,4.66375618372225e-09,100.7749772382422,9810.80195202904,15134.390470951012,5762.635930253195,38015010.65912972,403438.4978276301,2353903.334904086,270.1259377015544,258.97331425162423,0.8329718004338394,1080.450048642702,8.31956296089416
